Resort Name,Continent,Country,State/Province,URL,Altitude,Easy,Intermediate ,Difficult,Funicular,Circulating ropeway/gondola lift,Chairlift,T-bar lift/platter/button lift ,Sunkid Moving Carpet,Adult,Youth,Child,Currency,Ski resort size ,"Slope offering, variety of runs ",Lifts and cable cars ,Snow reliability ,Slope preparation ,"Access, on-site parking ","Orientation (trail map, information boards, sign-postings) ",Cleanliness and hygiene ,Environmentally friendly ski operation ,Friendliness of staff ,"Mountain restaurants, ski huts, gastronomy ",Après-ski ,Accommodation offering directly at the slopes and lifts ,Families and children ,Beginners ,"Advanced skiers, freeriders ",Snow parks ,Cross-country skiing and trails ,Aerial tramway/reversible ropeway,Rope tow/beginner lift,People mover,Combined installation (gondola and chair),Cog railway,Helicopter for Heli-skiing,Snow caterpillars for Cat-skiing
passo-san-pellegrinofalcade,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/passo-san-pellegrinofalcade/,2513,20.8,38.7,8.1,,0,0,0,,49,33,0,European Euro,4,4,4,5,5,3,4,5,4,5,4,3,4,5,4,4,4,4,0,,0,,,,
passy-plaine-joux,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/passy-plaine-joux/,1740,8,4,0,,,,0,,18,0,14,European Euro,2.1,2.1,1.5,,,,,,,,,,,,,,,,,0,,,,,
pats-peak,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/pats-peak/,426,10,8,15,,,0,0,,66,0,56,US Dollar,2.7,3,2.9,,,,,,,,,,,,,,,,,0,0,,,,
patschalift-st-kathrein-am-offenegg,Europe,Austria,Styria (Steiermark),http://www.skiresort.info/ski-resort/patschalift-st-kathrein-am-offenegg/,1200,1,1.5,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
patscherkofel-innsbruck-igls,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/patscherkofel-innsbruck-igls/,1969,5,9,4,,0,,0,0,37,30,23,European Euro,2.4,2.7,4.1,,,,,,,,,,,,,,,,,0,,,,,
paul-bunyan-ski-hill,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/paul-bunyan-ski-hill/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
paulusberg-sehmatal-neudorf,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/paulusberg-sehmatal-neudorf/,800,1,0,0,,,,0,,12.5,0,6.5,European Euro,1.3,1,1.5,,,,,,,,,,,,,,,,,,,,,,
payaee-chaee,Asia,Iran,,http://www.skiresort.info/ski-resort/payaee-chaee/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
payel-di-valsavarenche-degioz,Europe,Italy,Aosta Valley (Valle d'Aosta),http://www.skiresort.info/ski-resort/payel-di-valsavarenche-degioz/,1681,1.7,0,0,,,0,,,14,0,12,European Euro,1.3,1,3,,,,,,,,,,,,,,,,,,,,,,
payolle,Europe,France,Occitania,http://www.skiresort.info/ski-resort/payolle/,1141,0.3,0,0,,,,0,,0,0,0,-,1.1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
peace-reach-hudsons-hope,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/peace-reach-hudsons-hope/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,0,
pebble-creek,North America,USA,Idaho,http://www.skiresort.info/ski-resort/pebble-creek/,2609,6,9,4,,,0,,,43,0,29,US Dollar,2.5,2.8,3,,,,,,,,,,,,,,,,,,,,,,
pec-pod-snezkou,Europe,Czech Republic,Hradec Kralove Region (Kralovehradecky kraj),http://www.skiresort.info/ski-resort/pec-pod-snezkou/,1215,5.1,7.4,0.5,,,0,0,0,780,660,550,Czech koruna,2.2,2.4,2.6,,,,,,,,,,,,,,,,,0,,,,,
pechberg-oberreifenberg-schmitten,Europe,Germany,Hesse (Hessen),http://www.skiresort.info/ski-resort/pechberg-oberreifenberg-schmitten/,700,0.3,0,0,,,,,,10,0,0,European Euro,1.1,1,1,,,,,,,,,,,,,,,,,0,,,,,
peekn-peak,North America,USA,New York,http://www.skiresort.info/ski-resort/peekn-peak/,535,4,8,3,,,,,,59,0,46,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
pejo,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/pejo/,3000,5,12.8,2.2,,0,0,0,0,38,27,19,European Euro,3,4,3,5,5,3,4,4,5,4,4,2,3,4,3,3,3,2,0,,0,,,,
pekarov,Europe,Czech Republic,Olomouc Region (Olomoucky kraj),http://www.skiresort.info/ski-resort/pekarov/,0,0,0.3,0,,,,0,,0,0,0,-,1.1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
peklak,Europe,Czech Republic,Pardubice Region (Pardubicky kraj),http://www.skiresort.info/ski-resort/peklak/,550,0.1,0.8,0,,,,,,420,0,320,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,
pelister,Europe,Macedonia,,http://www.skiresort.info/ski-resort/pelister/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
pelvouxvallouise,Europe,France,Provence-Alpes-Cote d'Azur,http://www.skiresort.info/ski-resort/pelvouxvallouise/,2300,13.7,8,1.3,,,0,0,,20.7,17.4,17,European Euro,2.7,2.9,2.4,,,,,,,,,,,,,,,,,0,,,,,
pembrey-ski-slope,Europe,United Kingdom,Wales,http://www.skiresort.info/ski-resort/pembrey-ski-slope/,30,0.2,0,0,,,,0,,0,0,0,-,1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
pendle-ski-club,Europe,United Kingdom,England,http://www.skiresort.info/ski-resort/pendle-ski-club/,267,0.1,0,0,,,,,,0,0,0,-,1,1,1,1,1,4,1,3,3,2,2,1,1,2,3,1,1,1,,0,,,,,
penkavci-vrch,Europe,Czech Republic,Hradec Kralove Region (Kralovehradecky kraj),http://www.skiresort.info/ski-resort/penkavci-vrch/,1040,0.5,0,0,,,,0,,320,0,260,Czech koruna,1.1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
perelik,Europe,Bulgaria,,http://www.skiresort.info/ski-resort/perelik/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
peretseck-st-johann-am-walde,Europe,Austria,Upper Austria (Oberosterreich),http://www.skiresort.info/ski-resort/peretseck-st-johann-am-walde/,631,0.4,0,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
perfect-north-slopes,North America,USA,Indiana,http://www.skiresort.info/ski-resort/perfect-north-slopes/,244,3,1,1,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,0,,,,
perisher,Australia and Oceania,Australia,New South Wales,http://www.skiresort.info/ski-resort/perisher/,2034,22,60,18,,,0,0,,0,0,0,-,3.9,4.2,2.6,,,,,,,,,,,,,,,,,0,0,,0,,
perlesreut,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/perlesreut/,508,0.3,0,0,,,,,,0,0,0,-,1.1,1,1,,,,,,,,,,,,,,,,,0,,,,,
pescasseroli,Europe,Italy,Abruzzo,http://www.skiresort.info/ski-resort/pescasseroli/,1820,3,3.6,1.9,,,0,0,,28,0,24,European Euro,2,2.3,3.6,,,,,,,,,,,,,,,,,,,,,,
pescegallo-valgerola,Europe,Italy,Lombardy,http://www.skiresort.info/ski-resort/pescegallo-valgerola/,2000,4.6,2,3,,,0,0,,19,0,16,European Euro,2.1,2.4,2.8,,,,,,,,,,,,,,,,,,0,,,,
pesciuem-airolo,Europe,Switzerland,Ticino,http://www.skiresort.info/ski-resort/pesciuem-airolo/,2256,1,15,14,,,0,0,,45,40,30,Swiss Franc,2.9,3.1,2.8,,,,,,,,,,,,,,,,0,0,0,,,,
petehovac-delnice,Europe,Croatia,Adriatic Croatia (Jadranska Hrvatska),http://www.skiresort.info/ski-resort/petehovac-delnice/,1015,0.4,0,0,,,,0,,75,0,65,Croatian Kuna,1.1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
petersberg-monte-s-pietro-nova-ponente-deutschnofen,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/petersberg-monte-s-pietro-nova-ponente-deutschnofen/,1470,0.6,0,0,,,,0,,0,0,0,-,1.2,1,1.5,,,,,,,,,,,,,,,,,,,,,,
petersbruendl-st-michael-im-lungau,Europe,Austria,Salzburg (Salzburger Land),http://www.skiresort.info/ski-resort/petersbruendl-st-michael-im-lungau/,1240,0.5,0.5,0,,,,0,,14,0,7,European Euro,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
petersthal-oy-mittelberg,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/petersthal-oy-mittelberg/,905,0.5,0,0,,,,,,9,0,8,European Euro,1.1,1,1,,,,,,,,,,,,,,,,,0,,,,,
petoskey-winter-sports-park,North America,USA,Michigan,http://www.skiresort.info/ski-resort/petoskey-winter-sports-park/,241,0.2,0,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
petrikovice,Europe,Czech Republic,Hradec Kralove Region (Kralovehradecky kraj),http://www.skiresort.info/ski-resort/petrikovice/,600,0.1,3.5,0,,,,0,,0,0,0,-,1.5,1.5,1.5,,,,,,,,,,,,,,,,,0,,,,,
petropawlowsk,Europe,Russia,,http://www.skiresort.info/ski-resort/petropawlowsk/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
petzen-feistritz-ob-bleiburg,Europe,Austria,Carinthia (Karnten),http://www.skiresort.info/ski-resort/petzen-feistritz-ob-bleiburg/,1900,7.2,5.9,0.6,,0,0,0,0,32,16,16,European Euro,2.4,2.6,3.7,,,,,,,,,,,,,,,,,0,,,,,
peuramaa,Europe,Finland,Southern Finland (Etela-Suomi),http://www.skiresort.info/ski-resort/peuramaa/,75,0.7,0.6,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,0,,,,
peyragudes,Europe,France,Occitania,http://www.skiresort.info/ski-resort/peyragudes/,2400,30,26,4,,,0,0,,39.5,0,34,European Euro,3.4,3.6,3.5,,,,,,,,,,,,,,,,,0,0,,,,
pezinska-baba,Europe,Slovakia,Bratislava,http://www.skiresort.info/ski-resort/pezinska-baba/,595,1,1.9,0.5,,,,,,16,13,10,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
pfaender-bregenz,Europe,Austria,Vorarlberg,http://www.skiresort.info/ski-resort/pfaender-bregenz/,1064,3,0,0,,,,0,,18.9,0,11.3,European Euro,1.6,1.1,2.3,,,,,,,,,,,,,,,,0,,,,,,
pfannilift-neuhaus-schliersee,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/pfannilift-neuhaus-schliersee/,960,0.3,0,0,,,,0,,8,0,7,European Euro,1.1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
pfaring-angerberg,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/pfaring-angerberg/,665,0.2,0,0,,,,,,0,0,0,-,1,1,1,,,,,,,,,,,,,,,,,0,,,,,
pfeffingen-albstadt,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/pfeffingen-albstadt/,810,0.4,0,0,,,,,,4.5,0,4,European Euro,1.1,1,1,,,,,,,,,,,,,,,,,0,,,,,
pfelders-moos-in-passeier,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/pfelders-moos-in-passeier/,2502,5,9,4,,,0,0,,34.5,26,26,European Euro,2,3,5,5,5,3,3,4,4,4,3,2,4,4,3,3,2,3,,,0,0,,,
pfronten-steinach,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/pfronten-steinach/,1232,2,2,2.5,,,,0,,23.7,18.8,17.1,European Euro,1.7,2.1,1.4,,,,,,,,,,,,,,,,,0,,,,,
pfulb-schopfloch-lenningen,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/pfulb-schopfloch-lenningen/,770,0.5,0.4,0.1,,,,0,,12,0,10,European Euro,1,2,1,1,3,4,1,4,3,3,3,1,1,3,3,1,1,2,,,,,,,
philippsreut,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/philippsreut/,910,1,0,0,,,,0,,14,0,10,European Euro,1,1,1,1,4,3,2,4,3,3,1,1,1,3,3,1,1,2,,,,,,,
phoenix-mountain,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/phoenix-mountain/,1480,2.5,2,0.5,,,,,,39,30,21,Canadian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
phoenix-park,Asia,South Korea,Gangwon-do,http://www.skiresort.info/ski-resort/phoenix-park/,1080,6.3,4.3,4.7,,0,0,0,,76000,0,65000,South Korean won,2.2,2.6,4.2,,,,,,,,,,,,,,,,,,,0,,,
pian-cales-san-bernardino,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/pian-cales-san-bernardino/,1791,1,1,0,,,,0,,24,17,13,Swiss Franc,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,0,,,,
pian-del-falco-sestola,Europe,Italy,Emilia-Romagna,http://www.skiresort.info/ski-resort/pian-del-falco-sestola/,1360,0.3,1,0,,,0,0,,36,0,31,European Euro,1.3,1.3,2.9,,,,,,,,,,,,,,,,,,,,,,
pian-del-poggio-monte-chiappo,Europe,Italy,Lombardy,http://www.skiresort.info/ski-resort/pian-del-poggio-monte-chiappo/,1695,,,,,,0,,,25,0,18,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
pian-delle-betulle-margno,Europe,Italy,Lombardy,http://www.skiresort.info/ski-resort/pian-delle-betulle-margno/,1801,1,5,1,,,0,0,0,25,0,13,European Euro,1.9,2.2,2.6,,,,,,,,,,,,,,,,0,,,,,,
pian-di-sole,Europe,Italy,Piedmont (Piemonte),http://www.skiresort.info/ski-resort/pian-di-sole/,1065,1,2,0,,,,,,22.5,0,16.5,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
pian-mune-paesana,Europe,Italy,Piedmont (Piemonte),http://www.skiresort.info/ski-resort/pian-mune-paesana/,2060,7,7,2,,,0,0,,19,0,15,European Euro,2.4,2.7,2.7,,,,,,,,,,,,,,,,,,0,,,,
pian-neiretto,Europe,Italy,Piedmont (Piemonte),http://www.skiresort.info/ski-resort/pian-neiretto/,1600,0.8,2,1.2,,,,0,,18,0,15,European Euro,1.5,1.8,1.5,,,,,,,,,,,,,,,,,,0,,,,
pian-san-giacomo,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/pian-san-giacomo/,1200,0.2,0,0,,,,,,16,0,9,Swiss Franc,1,1,1,,,,,,,,,,,,,,,,,0,,,,,
piana-di-vigezzo-craveggiasanta-maria-maggiore,Europe,Italy,Piedmont (Piemonte),http://www.skiresort.info/ski-resort/piana-di-vigezzo-craveggiasanta-maria-maggiore/,2064,4,14,2,,0,0,0,,24,0,17.5,European Euro,2.5,2.8,3.7,,,,,,,,,,,,,,,,,,,,,,
piancavallo,Europe,Italy,Friuli-Venezia Giulia,http://www.skiresort.info/ski-resort/piancavallo/,1865,3.5,12,1.5,,,0,,,35,26,0,European Euro,2.4,2.6,3.7,,,,,,,,,,,,,,,,,,0,,,,
piane-di-mocogno,Europe,Italy,Emilia-Romagna,http://www.skiresort.info/ski-resort/piane-di-mocogno/,1617,2,1,2,,,,0,,23,0,17,European Euro,1.7,2,1.5,,,,,,,,,,,,,,,,,,0,,,,
pianeta-neve-piampratovalprato-soana,Europe,Italy,Piedmont (Piemonte),http://www.skiresort.info/ski-resort/pianeta-neve-piampratovalprato-soana/,1638,0.8,0,0,,,,,,12,0,0,European Euro,,,,,,,,,,,,,,,,,,,,,0,,,,
piani-di-artavaggio-moggio,Europe,Italy,Lombardy,http://www.skiresort.info/ski-resort/piani-di-artavaggio-moggio/,1644,0.5,0,0,,,,,,16,0,13,European Euro,1.1,1,2.5,,,,,,,,,,,,,,,,0,,0,,,,
piani-di-bobbio,Europe,Italy,Lombardy,http://www.skiresort.info/ski-resort/piani-di-bobbio/,1950,15,10,10,,0,0,0,,35,33,16,European Euro,2.9,3.3,3.6,,,,,,,,,,,,,,,,,,0,,,,
piano-battaglia,Europe,Italy,Sicily,http://www.skiresort.info/ski-resort/piano-battaglia/,1845,0.8,3,0.7,,,0,0,,28,0,22,European Euro,1.5,1.8,2.8,,,,,,,,,,,,,,,,,,0,,,,
piast-przylekow,Europe,Poland,Silesia (Wojewodztwo slaskie),http://www.skiresort.info/ski-resort/piast-przylekow/,750,3,1,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
piatra-fantanele,Europe,Romania,,http://www.skiresort.info/ski-resort/piatra-fantanele/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
piatra-neamt,Europe,Romania,Neamt,http://www.skiresort.info/ski-resort/piatra-neamt/,657,0.2,1,0,,0,0,,,90,0,60,Romanian leu,1.3,1.3,4.2,,,,,,,,,,,,,,,,,,,,,,
piau-engaly,Europe,France,Occitania,http://www.skiresort.info/ski-resort/piau-engaly/,2528,35,22,8,,,0,0,,37,32,32,European Euro,3.6,3.9,3.5,,,,,,,,,,,,,,,,,0,,,,,
piazzatorre,Europe,Italy,Lombardy,http://www.skiresort.info/ski-resort/piazzatorre/,1780,12,15,3,,,0,0,,26,24,14,European Euro,2.8,3.1,2.8,,,,,,,,,,,,,,,,,,,,,,
pichl-gsies,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/pichl-gsies/,1347,0.4,0,0,,,,0,,12,0,10,European Euro,1.1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
pichlberg-reinswald-san-martino-in-sarentino,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/pichlberg-reinswald-san-martino-in-sarentino/,2460,3,17,2,,0,0,0,,35,24,24,European Euro,2.6,2.8,4.2,,,,,,,,,,,,,,,,,,,,,,
pico-mountain,North America,USA,Vermont,http://www.skiresort.info/ski-resort/pico-mountain/,1209,6.8,15,8.6,,,0,,,74,0,57,US Dollar,2.8,3.1,3.8,,,,,,,,,,,,,,,,,0,,,,,
piekna-gora-goldap,Europe,Poland,Warmian-Masuria (Wojewodztwo warminsko-mazurskie),http://www.skiresort.info/ski-resort/piekna-gora-goldap/,275,1.9,0.4,0,,,0,0,,35,0,0,Polish zloty,1.3,1.3,2.4,,,,,,,,,,,,,,,,,0,,,,,
pierscienica-kielce,Europe,Poland,Holy Cross (Wojewodztwo swietokrzyskie),http://www.skiresort.info/ski-resort/pierscienica-kielce/,365,0.5,0,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
pietkiewiczowka,Europe,Poland,Lower Silesia (Wojewodztwo dolnoslaskie),http://www.skiresort.info/ski-resort/pietkiewiczowka/,673,0.3,0,0,,,,0,,0,0,0,-,1.1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
pievepelago-santannapelago,Europe,Italy,Emilia-Romagna,http://www.skiresort.info/ski-resort/pievepelago-santannapelago/,1700,4,2,2,,,0,0,,25,0,17,European Euro,2,2.4,3,,,,,,,,,,,,,,,,,,0,,,,
pikku-syoetesyoetekeskus,Europe,Finland,Northern Finland,http://www.skiresort.info/ski-resort/pikku-syoetesyoetekeskus/,376,10,0,0,,,,,,22,0,15,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
pila,Europe,Italy,Aosta Valley (Valle d'Aosta),http://www.skiresort.info/ski-resort/pila/,2740,8.3,35.5,6.5,,0,0,,,42,29.5,10.5,European Euro,3.3,3.6,3.7,,,,,,,,,,,,,,,,0,,0,,,,
pilatus-tateshina,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/pilatus-tateshina/,2240,1,2.5,0.5,,,0,,,4000,0,2300,Japanese Yen,1.5,1.8,2.7,,,,,,,,,,,,,,,,0,,0,,,,
pilipec,Europe,Ukraine,,http://www.skiresort.info/ski-resort/pilipec/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
pilnaya-hill,Europe,Russia,,http://www.skiresort.info/ski-resort/pilnaya-hill/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
pilsko-korbielow,Europe,Poland,Silesia (Wojewodztwo slaskie),http://www.skiresort.info/ski-resort/pilsko-korbielow/,1557,2,5,1,,,0,0,,70,0,0,Polish zloty,2,2.3,3,,,,,,,,,,,,,,,,,0,,,,,
pin-rouge,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/pin-rouge/,455,4,3,4,,,,,,30.88,27.22,20.27,Canadian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
pine-beak-sugadaira-kogen,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/pine-beak-sugadaira-kogen/,1618,4.2,3,1.8,,,0,,,4200,0,2700,Japanese Yen,2,2.3,3,,,,,,,,,,,,,,,,,,0,,,,
pine-creek,North America,USA,Wyoming,http://www.skiresort.info/ski-resort/pine-creek/,2508,4,7,5,,,0,,,43,0,38,US Dollar,2.3,2.7,3,,,,,,,,,,,,,,,,,,,,,,
pine-knob,North America,USA,Michigan,http://www.skiresort.info/ski-resort/pine-knob/,392,1,2.5,1.5,,,0,,,56,0,0,US Dollar,1.7,2,2.8,,,,,,,,,,,,,,,,,0,0,,,,
pine-mountain,North America,USA,Michigan,http://www.skiresort.info/ski-resort/pine-mountain/,461,2.5,5.5,1.5,,,0,,,45,37,25,US Dollar,2,2.3,2.9,,,,,,,,,,,,,,,,,0,,,,,
pine-ridge,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/pine-ridge/,380,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
pine-ridge-resort-kandatsu,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/pine-ridge-resort-kandatsu/,969,,,,,,,,,4500,0,3200,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,
ping-tian-resort,Asia,China,Xinjiang,http://www.skiresort.info/ski-resort/ping-tian-resort/,3075,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
pingshan,Asia,China,Heilongjiang,http://www.skiresort.info/ski-resort/pingshan/,471,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
pinnacle-park-pittsfield,North America,USA,Maine,http://www.skiresort.info/ski-resort/pinnacle-park-pittsfield/,96,0.3,0.2,0.2,,,,,,0,0,0,-,1.2,1.6,1,,,,,,,,,,,,,,,,,0,,,,,
pintura-bolognola,Europe,Italy,Marche,http://www.skiresort.info/ski-resort/pintura-bolognola/,1695,4.6,2,2.2,,,,0,,19,0,15,European Euro,1.9,2.2,1.5,,,,,,,,,,,,,,,,,,0,,,,
piobbico,Europe,Italy,Marche,http://www.skiresort.info/ski-resort/piobbico/,1470,1.7,3.4,0,,,,0,,20,0,14,European Euro,1.7,1.7,1.5,,,,,,,,,,,,,,,,,,,,,,
pippu,Asia,Japan,Hokkaido,http://www.skiresort.info/ski-resort/pippu/,566,5.2,4,2.5,,,0,,,3000,0,2200,Japanese Yen,2.1,2.4,3,,,,,,,,,,,,,,,,,0,,,,,
pirika,Asia,Japan,Hokkaido,http://www.skiresort.info/ski-resort/pirika/,410,1.5,2,1.5,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
pirstingerkogellift-sommeralm-hohenau-an-der-raab-passail,Europe,Austria,Styria (Steiermark),http://www.skiresort.info/ski-resort/pirstingerkogellift-sommeralm-hohenau-an-der-raab-passail/,1424,0.5,1,0.5,,,,0,0,19,0,12.5,European Euro,1.3,1.7,1.5,,,,,,,,,,,,,,,,,,,,,,
pischa-davos-klosters,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/pischa-davos-klosters/,2483,,,,,,,,,46,32,18,Swiss Franc,,,,,,,,,,,,,,,,,,,0,,,,,,
pitztal-glacier-pitztaler-gletscher,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/pitztal-glacier-pitztaler-gletscher/,3440,3.8,16.2,0.7,0,0,0,0,0,50,50,29,European Euro,3,4,4,5,5,3,4,4,4,4,3,3,2,3,4,3,5,4,,,,,,,
pizol-bad-ragazwangs,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/pizol-bad-ragazwangs/,2250,14,21,8,,0,0,0,0,55,38,27.5,Swiss Franc,3,4,4,4,4,4,4,5,4,5,4,3,3,4,4,4,4,2,,,,,,,
pizzoferrato-valle-di-solegamberale,Europe,Italy,Abruzzo,http://www.skiresort.info/ski-resort/pizzoferrato-valle-di-solegamberale/,1440,0.9,0,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
plagne,Europe,Switzerland,Espace Mittelland,http://www.skiresort.info/ski-resort/plagne/,890,0.3,0,0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
plai,Europe,Ukraine,Lviv,http://www.skiresort.info/ski-resort/plai/,1060,1,5,1,,,0,0,,0,0,0,-,1.9,2.2,2.9,,,,,,,,,,,,,,,,,,,,,,
plainpalais,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/plainpalais/,1448,1.7,1.3,0,,,,0,,19,0,14.6,European Euro,1.5,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,
planche-des-belles-filles,Europe,France,Bourgogne-Franche-Comte,http://www.skiresort.info/ski-resort/planche-des-belles-filles/,1061,,,,,,,0,0,15,0,10,European Euro,,,,,,,,,,,,,,,,,,,,0,,,,,
planneralm-donnersbach,Europe,Austria,Styria (Steiermark),http://www.skiresort.info/ski-resort/planneralm-donnersbach/,2200,2,11,2,,,0,0,0,41,35.5,21,European Euro,2.3,2.6,3.1,,,,,,,,,,,,,,,,,0,,,,,
plas-y-brenin,Europe,United Kingdom,Wales,http://www.skiresort.info/ski-resort/plas-y-brenin/,190,0.1,0,0,,,,,,0,0,0,-,1,1,1,,,,,,,,,,,,,,,,,0,,,,,
platak,Europe,Croatia,Adriatic Croatia (Jadranska Hrvatska),http://www.skiresort.info/ski-resort/platak/,1363,3.5,2,0,,,0,0,,0,0,0,-,1.7,1.7,2.5,,,,,,,,,,,,,,,,,,0,,,,
plateau-de-beille,Europe,France,Occitania,http://www.skiresort.info/ski-resort/plateau-de-beille/,1827,0.2,0,0,,,,0,,11,0,9,European Euro,1,1,1.5,,,,,,,,,,,,,,,,,,,,,,
platoul-soarelui,Europe,Romania,,http://www.skiresort.info/ski-resort/platoul-soarelui/,0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
plattekill,North America,USA,New York,http://www.skiresort.info/ski-resort/plattekill/,1014,4.5,6,6,,,0,,,61,50,48,US Dollar,2.3,2.7,2.9,,,,,,,,,,,,,,,,,0,,,,,
platzhaus-leitn-stuhlfelden,Europe,Austria,Salzburg (Salzburger Land),http://www.skiresort.info/ski-resort/platzhaus-leitn-stuhlfelden/,850,0.3,0,0,,,,,,7,0,5,European Euro,1.1,1,1,,,,,,,,,,,,,,,,,0,,,,,
plauberg-falkenau,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/plauberg-falkenau/,390,0.3,0,0,,,,,,0,0,0,-,1.1,1,1,,,,,,,,,,,,,,,,,0,,,,,
plavy,Europe,Czech Republic,Liberec Region (Liberecky kraj),http://www.skiresort.info/ski-resort/plavy/,520,2,0.7,0,,,,0,,310,0,220,Czech koruna,1.3,1.3,1.5,,,,,,,,,,,,,,,,,0,,,,,
